accession,Tm,ogt,species
P0A8Q0,53.1469513475892,37.0,Escherichia coli
P0A8Q6,56.91599648783935,37.0,Escherichia coli
P0A8R7,48.84343101605506,37.0,Escherichia coli
P0A8S1,52.708329306389665,37.0,Escherichia coli
P0A8T1,53.06116379238531,37.0,Escherichia coli
P0A8T7,42.871050856349775,37.0,Escherichia coli
P0A8U0,45.02332885233966,37.0,Escherichia coli
P0A8V0,53.01553826115109,37.0,Escherichia coli
P0A8V2,42.93216429508902,37.0,Escherichia coli
P0A8V6,54.91370059095931,37.0,Escherichia coli
P0A8W0,51.840470750645274,37.0,Escherichia coli
P0A8W2,55.216172273496575,37.0,Escherichia coli
P0A8W5,55.30235494061711,37.0,Escherichia coli
P0A8W8,60.31613244146,37.0,Escherichia coli
P0A8Y3,53.05375396676717,37.0,Escherichia coli
P0A8Y5,45.28514949731368,37.0,Escherichia coli
P0A8Z0,44.57572530884186,37.0,Escherichia coli
P0A8Z3,46.825641639649554,37.0,Escherichia coli
P0A901,52.539888326860776,37.0,Escherichia coli
P0A924,46.427704830432326,37.0,Escherichia coli
P0A940,53.47781397367262,37.0,Escherichia coli
P0A944,44.05403459471669,37.0,Escherichia coli
P0A948,50.50866814926433,37.0,Escherichia coli
P0A951,40.746730450717266,37.0,Escherichia coli
P0A953,44.613220059271804,37.0,Escherichia coli
P0A959,48.61857597137458,37.0,Escherichia coli
P0A962,49.826203024845675,37.0,Escherichia coli
P0A988,48.955197634925256,37.0,Escherichia coli
P0A993,41.22249902408703,37.0,Escherichia coli
P0A9A6,59.858144162213186,37.0,Escherichia coli
P0A9B2,61.927008021936295,37.0,Escherichia coli
P0A9B6,45.92441851168804,37.0,Escherichia coli
P0A9C3,51.54923081123047,37.0,Escherichia coli
P0A9C9,43.16827731626902,37.0,Escherichia coli
P0A9D2,48.91537058576288,37.0,Escherichia coli
P0A9D4,58.05791813777614,37.0,Escherichia coli
P0A9D8,58.90742070232118,37.0,Escherichia coli
P0A9E5,47.5764152543973,37.0,Escherichia coli
P0A9F3,48.10234961807852,37.0,Escherichia coli
P0A9F6,45.80997829444991,37.0,Escherichia coli
P0A9G6,40.86509366427454,37.0,Escherichia coli
P0A9G8,44.66610803660925,37.0,Escherichia coli
P0A9H1,40.87037277442051,37.0,Escherichia coli
P0A9H3,45.97652226244847,37.0,Escherichia coli
P0A9H7,46.592598563202166,37.0,Escherichia coli
P0A9I3,52.41546707098027,37.0,Escherichia coli
P0A9J0,45.800866313049625,37.0,Escherichia coli
P0A9J6,59.46652183974685,37.0,Escherichia coli
P0A9J8,45.470030102463774,37.0,Escherichia coli
P0A9K3,57.12488447048206,37.0,Escherichia coli
P0A9K7,51.89705683485052,37.0,Escherichia coli
P0A9L3,63.18617060761904,37.0,Escherichia coli
P0A9L8,44.322174421830795,37.0,Escherichia coli
P0A9M0,42.98648283530348,37.0,Escherichia coli
P0A9M2,47.980347919658804,37.0,Escherichia coli
P0A9M5,59.36771408955656,37.0,Escherichia coli
P0A9N0,55.892185835809705,37.0,Escherichia coli
P0A9N4,44.692300685751235,37.0,Escherichia coli
P0A9P0,48.17739256129447,37.0,Escherichia coli
P0A9P4,64.82316369243141,37.0,Escherichia coli
P0A9Q1,56.38365024922095,37.0,Escherichia coli
P0A9Q5,48.77714705349983,37.0,Escherichia coli
P0A9Q7,42.68848495524104,37.0,Escherichia coli
P0A9Q9,60.77937492224068,37.0,Escherichia coli
P0A9S1,49.800786139011265,37.0,Escherichia coli
P0A9S3,44.89319703056575,37.0,Escherichia coli
P0A9S5,57.60740990170561,37.0,Escherichia coli
P0A9T0,46.95630387932992,37.0,Escherichia coli
P0A9T4,49.388573808854694,37.0,Escherichia coli
P0A9T8,44.94128681887906,37.0,Escherichia coli
P0A9U3,42.789313982764234,37.0,Escherichia coli
P0A9V1,43.437751801650016,37.0,Escherichia coli
P0A9V5,51.43391024330865,37.0,Escherichia coli
P0A9W0,53.712971941010316,37.0,Escherichia coli
P0A9W3,44.45769215584223,37.0,Escherichia coli
P0A9W6,61.084604087136526,37.0,Escherichia coli
P0A9X4,44.96483539875892,37.0,Escherichia coli
P0AA10,42.33325016451429,37.0,Escherichia coli
P0AA16,49.62653203663834,37.0,Escherichia coli
P0AA39,57.6550474335667,37.0,Escherichia coli
P0AA43,45.32819889241146,37.0,Escherichia coli
P0AA53,47.863726635646444,37.0,Escherichia coli
P0AA84,44.71497072249734,37.0,Escherichia coli
P0AA91,57.04258809850923,37.0,Escherichia coli
P0AA93,49.72563933401353,37.0,Escherichia coli
P0AAA1,47.45854515520643,37.0,Escherichia coli
P0AAB4,47.680679138296306,37.0,Escherichia coli
P0AAB6,42.07907170975333,37.0,Escherichia coli
P0AAB8,59.40104803926941,37.0,Escherichia coli
P0AAC0,53.558515255154525,37.0,Escherichia coli
P0AAD2,45.76767756320895,37.0,Escherichia coli
P0AAD6,45.265387046703324,37.0,Escherichia coli
P0AAE0,45.51044152726333,37.0,Escherichia coli
P0AAG0,41.01601522657584,37.0,Escherichia coli
P0AAG3,41.57759183516398,37.0,Escherichia coli
P0AAG8,40.28714628460711,37.0,Escherichia coli
P0AAH0,44.69261779745739,37.0,Escherichia coli
P0AAI5,45.97551345883669,37.0,Escherichia coli
P0AAI9,56.76098371676459,37.0,Escherichia coli
P0AAJ8,53.370985935227274,37.0,Escherichia coli
P0AAN1,51.031562982558874,37.0,Escherichia coli
P0AAN3,51.11754443031367,37.0,Escherichia coli
P0AAP3,61.561826614545595,37.0,Escherichia coli
P0AAR3,54.27040058566633,37.0,Escherichia coli
P0AAT2,53.442312137003135,37.0,Escherichia coli
P0AAV4,50.1153285628353,37.0,Escherichia coli
P0AAW1,40.679198946370704,37.0,Escherichia coli
P0AAX8,46.80144705604137,37.0,Escherichia coli
P0AAY6,50.07908706814369,37.0,Escherichia coli
P0AAZ4,44.0692025739023,37.0,Escherichia coli
P0AB01,44.78148442336382,37.0,Escherichia coli
P0AB03,44.788437164459744,37.0,Escherichia coli
P0AB12,48.115846607969495,37.0,Escherichia coli
P0AB18,61.37825298674698,37.0,Escherichia coli
P0AB38,55.41981368644627,37.0,Escherichia coli
P0AB46,55.63494229969287,37.0,Escherichia coli
P0AB58,47.07855459864088,37.0,Escherichia coli
P0AB67,46.16125697251626,37.0,Escherichia coli
P0AB71,50.09608268800526,37.0,Escherichia coli
P0AB77,45.158326826755086,37.0,Escherichia coli
P0AB80,40.73101403239303,37.0,Escherichia coli
P0AB85,55.853920590464575,37.0,Escherichia coli
P0AB89,47.086607220279866,37.0,Escherichia coli
P0AB91,45.368290644272186,37.0,Escherichia coli
P0ABA4,57.743575802889396,37.0,Escherichia coli
P0ABA6,42.41384624205515,37.0,Escherichia coli
P0ABB0,45.55210325468594,37.0,Escherichia coli
P0ABB4,47.29024593556116,37.0,Escherichia coli
P0ABB8,42.942714098300826,37.0,Escherichia coli
P0ABC3,48.84565054177247,37.0,Escherichia coli
P0ABD5,50.36190514204546,37.0,Escherichia coli
P0ABD8,60.86857506677969,37.0,Escherichia coli
P0ABE2,56.577124184992805,37.0,Escherichia coli
P0ABE5,53.402627531896854,37.0,Escherichia coli
P0ABF1,45.59009040391865,37.0,Escherichia coli
P0ABF4,52.68406530739059,37.0,Escherichia coli
P0ABF6,59.371406778303765,37.0,Escherichia coli
P0ABF8,54.794073027759715,37.0,Escherichia coli
P0ABG7,46.38136782964509,37.0,Escherichia coli
P0ABH0,50.09970043869182,37.0,Escherichia coli
P0ABH7,52.51750101161879,37.0,Escherichia coli
P0ABH9,44.54471178680753,37.0,Escherichia coli
P0ABI4,44.14894146187688,37.0,Escherichia coli
P0ABJ1,53.66936218075077,37.0,Escherichia coli
P0ABJ9,48.91751601713826,37.0,Escherichia coli
P0ABK2,56.49329057012758,37.0,Escherichia coli
P0ABK9,54.05097639938277,37.0,Escherichia coli
P0ABL5,51.81373952153238,37.0,Escherichia coli
P0ABN5,44.17257417430044,37.0,Escherichia coli
P0ABP3,46.637281758369994,37.0,Escherichia coli
P0ABP6,44.813741284677,37.0,Escherichia coli
P0ABQ2,53.765157834541604,37.0,Escherichia coli
P0ABQ4,49.583217082064415,37.0,Escherichia coli
P0ABR1,54.56481549124404,37.0,Escherichia coli
P0ABS5,43.43029181113711,37.0,Escherichia coli
P0ABS8,56.839781334761525,37.0,Escherichia coli
P0ABU0,49.90513981952891,37.0,Escherichia coli
P0ABU2,42.396444196388465,37.0,Escherichia coli
P0ABU5,65.39979930387072,37.0,Escherichia coli
P0ABU9,54.57859645916133,37.0,Escherichia coli
P0ABV6,50.492029595661954,37.0,Escherichia coli
P0ABX8,51.31186348434968,37.0,Escherichia coli
P0ABZ1,60.589803197550275,37.0,Escherichia coli
P0ABZ6,62.04848462710934,37.0,Escherichia coli
P0AC02,46.942039093791834,37.0,Escherichia coli
P0AC05,52.65887753435841,37.0,Escherichia coli
P0AC13,46.7994965510769,37.0,Escherichia coli
P0AC23,54.25046560640916,37.0,Escherichia coli
P0AC30,48.23249824273837,37.0,Escherichia coli
P0AC33,48.10634505211146,37.0,Escherichia coli
P0AC38,52.01103588227834,37.0,Escherichia coli
P0AC41,50.73528276841001,37.0,Escherichia coli
P0AC53,47.43328928292529,37.0,Escherichia coli
P0AC59,49.26237178406962,37.0,Escherichia coli
P0AC69,59.19823812095353,37.0,Escherichia coli
P0AC73,55.716296185976816,37.0,Escherichia coli
P0AC75,44.28678421008622,37.0,Escherichia coli
P0AC81,51.69906849304575,37.0,Escherichia coli
P0AC84,60.32891983871736,37.0,Escherichia coli
P0AC92,58.0622095958209,37.0,Escherichia coli
P0ACA1,46.89836451827453,37.0,Escherichia coli
P0ACA3,50.92046586518748,37.0,Escherichia coli
P0ACA7,45.76697459171624,37.0,Escherichia coli
P0ACB0,47.83710766763173,37.0,Escherichia coli
P0ACB2,57.50720004337692,37.0,Escherichia coli
P0ACB7,54.488806920613406,37.0,Escherichia coli
P0ACC1,48.391464184454634,37.0,Escherichia coli
P0ACC7,58.41865454120844,37.0,Escherichia coli
P0ACD8,56.86357256533267,37.0,Escherichia coli
P0ACE0,51.96572832551133,37.0,Escherichia coli
P0ACE3,57.670378195167345,37.0,Escherichia coli
P0ACG8,47.32162432797035,37.0,Escherichia coli
P0ACI0,46.60882206934481,37.0,Escherichia coli
P0ACJ0,50.48401975736404,37.0,Escherichia coli
P0ACJ8,44.71155812128828,37.0,Escherichia coli
P0ACK2,58.21135426021307,37.0,Escherichia coli
P0ACK5,47.23038823928612,37.0,Escherichia coli
P0ACK8,49.73618699030001,37.0,Escherichia coli
P0ACL0,43.431789212399416,37.0,Escherichia coli
P0ACL2,47.80176303356789,37.0,Escherichia coli
P0ACL5,47.71414418330678,37.0,Escherichia coli
P0ACL9,50.6303499982905,37.0,Escherichia coli
P0ACM5,52.30155349453842,37.0,Escherichia coli
P0ACM9,52.699355725226525,37.0,Escherichia coli
P0ACN4,53.643636525462405,37.0,Escherichia coli
P0ACN7,53.95152774158685,37.0,Escherichia coli
P0ACP1,45.32427938088201,37.0,Escherichia coli
P0ACP7,47.75894436628784,37.0,Escherichia coli
P0ACQ4,53.71537767813906,37.0,Escherichia coli
P0ACR4,48.215094669546204,37.0,Escherichia coli
P0ACR9,54.9200712130233,37.0,Escherichia coli
P0ACT6,45.88062780507151,37.0,Escherichia coli
P0ACU0,54.60835758465363,37.0,Escherichia coli
P0ACU2,48.81667702175447,37.0,Escherichia coli
P0ACV0,52.28062458433754,37.0,Escherichia coli
P0ACV6,59.341675929635585,37.0,Escherichia coli
P0ACX5,46.45650344307901,37.0,Escherichia coli
P0ACY1,48.04649343938545,37.0,Escherichia coli
P0ACY3,44.5608826181585,37.0,Escherichia coli
P0ACZ4,49.57115700966624,37.0,Escherichia coli
P0AD01,42.732709293546485,37.0,Escherichia coli
P0AD12,43.868192834568184,37.0,Escherichia coli
P0AD21,59.72057302937205,37.0,Escherichia coli
P0AD27,43.8274850480904,37.0,Escherichia coli
P0AD40,59.4265112867907,37.0,Escherichia coli
P0AD42,43.81120633054881,37.0,Escherichia coli
P0AD57,46.409256397433225,37.0,Escherichia coli
P0AD61,59.04972256136741,37.0,Escherichia coli
P0ADA1,59.68602857265049,37.0,Escherichia coli
P0ADA3,54.78270817365811,37.0,Escherichia coli
P0ADA5,58.01208952545343,37.0,Escherichia coli
P0ADC1,53.83105742889456,37.0,Escherichia coli
P0ADC3,42.83491271190449,37.0,Escherichia coli
P0ADC6,45.322861329717156,37.0,Escherichia coli
P0ADE4,51.827489782153044,37.0,Escherichia coli
P0ADE8,51.26326689855262,37.0,Escherichia coli
P0ADF8,49.1865555480969,37.0,Escherichia coli
P0ADI4,47.136548296946856,37.0,Escherichia coli
P0ADI7,58.77519666716228,37.0,Escherichia coli
P0ADP0,51.82962509245565,37.0,Escherichia coli
P0ADP2,60.77519009642564,37.0,Escherichia coli
P0ADP7,53.55679028047803,37.0,Escherichia coli
P0ADP9,54.57091156126147,37.0,Escherichia coli
P0ADQ2,41.678691424427164,37.0,Escherichia coli
P0ADQ7,59.68016882094991,37.0,Escherichia coli
P0ADR6,40.87531232410266,37.0,Escherichia coli
P0ADR8,47.82812278638185,37.0,Escherichia coli
P0ADS2,51.71748539889037,37.0,Escherichia coli
P0ADT5,59.29256144696976,37.0,Escherichia coli
P0ADU2,55.77497648528813,37.0,Escherichia coli
P0ADV5,50.7569442961214,37.0,Escherichia coli
P0ADV7,63.98963491279747,37.0,Escherichia coli
P0ADV9,51.11845693751151,37.0,Escherichia coli
P0ADX9,42.67749372825045,37.0,Escherichia coli
P0ADY1,59.90035568375467,37.0,Escherichia coli
P0ADY3,41.62001241254664,37.0,Escherichia coli
P0ADY7,53.8578083099596,37.0,Escherichia coli
P0ADZ0,42.9073342506794,37.0,Escherichia coli
P0ADZ4,50.89317514377574,37.0,Escherichia coli
P0AE01,46.14133757546456,37.0,Escherichia coli
P0AE06,50.05973628976,37.0,Escherichia coli
P0AE14,45.64614803558289,37.0,Escherichia coli
P0AE18,44.48818115628089,37.0,Escherichia coli
P0AE26,56.77850693690714,37.0,Escherichia coli
P0AE28,52.23173469727118,37.0,Escherichia coli
P0AE34,50.80598055368466,37.0,Escherichia coli
P0AE37,43.117563876207115,37.0,Escherichia coli
P0AE39,44.0728968597306,37.0,Escherichia coli
P0AE45,46.62794962424526,37.0,Escherichia coli
P0AE60,55.48590276686896,37.0,Escherichia coli
P0AE70,56.69228822911465,37.0,Escherichia coli
P0AE78,46.90415302877143,37.0,Escherichia coli
P0AE82,46.697925928563905,37.0,Escherichia coli
P0AE88,56.17701468442831,37.0,Escherichia coli
P0AEA8,55.659456697668205,37.0,Escherichia coli
P0AEB2,45.80530355353476,37.0,Escherichia coli
P0AEC0,47.252446742854765,37.0,Escherichia coli
P0AEC3,45.28344241544595,37.0,Escherichia coli
P0AEC5,47.453985508640756,37.0,Escherichia coli
P0AEC8,48.035032531974075,37.0,Escherichia coli
P0AED7,53.34682210150669,37.0,Escherichia coli
P0AEE3,60.29753563390516,37.0,Escherichia coli
P0AEF0,39.520235081246696,37.0,Escherichia coli
P0AEG1,58.76858998751481,37.0,Escherichia coli
P0AEH1,46.75109000041929,37.0,Escherichia coli
P0AEH3,45.343126916846714,37.0,Escherichia coli
P0AEI1,44.70899374772933,37.0,Escherichia coli
P0AEI4,51.254714795390825,37.0,Escherichia coli
P0AEJ2,44.362235393166614,37.0,Escherichia coli
P0AEJ4,47.3928827307591,37.0,Escherichia coli
P0AEJ6,51.170374814615485,37.0,Escherichia coli
P0AEK2,49.47160183229406,37.0,Escherichia coli
P0AEK4,45.92117678789516,37.0,Escherichia coli
P0AEL6,53.72756750678217,37.0,Escherichia coli
P0AEN1,44.15192050544438,37.0,Escherichia coli
P0AEP3,51.80237735829088,37.0,Escherichia coli
P0AEP9,51.57003327340218,37.0,Escherichia coli
P0AEQ3,66.51974108431676,37.0,Escherichia coli
P0AEQ6,43.605018552755624,37.0,Escherichia coli
P0AER0,56.44949986087829,37.0,Escherichia coli
P0AER3,55.400430175508006,37.0,Escherichia coli
P0AES0,52.10671038054612,37.0,Escherichia coli
P0AES2,47.94003865524456,37.0,Escherichia coli
P0AES6,46.13212663504524,37.0,Escherichia coli
P0AET8,58.70310521714703,37.0,Escherichia coli
P0AEV1,44.38755609888358,37.0,Escherichia coli
P0AEW6,41.49186820370844,37.0,Escherichia coli
P0AEW9,48.00881421441343,37.0,Escherichia coli
P0AEX5,46.500925549955745,37.0,Escherichia coli
P0AEX9,63.190469431238725,37.0,Escherichia coli
P0AEY3,47.40999820623091,37.0,Escherichia coli
P0AEZ3,51.938790401917416,37.0,Escherichia coli
P0AEZ9,63.98903525982171,37.0,Escherichia coli
P0AF01,46.20859430356988,37.0,Escherichia coli
P0AF06,55.36354687877885,37.0,Escherichia coli
P0AF08,47.278870448438134,37.0,Escherichia coli
P0AF12,54.65250239515105,37.0,Escherichia coli
P0AF18,46.53067493170699,37.0,Escherichia coli
P0AF20,45.78761211048908,37.0,Escherichia coli
P0AF24,46.691595143008904,37.0,Escherichia coli
P0AF26,51.876229887291345,37.0,Escherichia coli
P0AF28,62.75653193142657,37.0,Escherichia coli
P0AF48,49.55287038165191,37.0,Escherichia coli
P0AF56,49.591481499057224,37.0,Escherichia coli
P0AF63,50.04722444088704,37.0,Escherichia coli
P0AF67,57.504383354843036,37.0,Escherichia coli
P0AF96,64.11681033473629,37.0,Escherichia coli
P0AF98,44.711040187922364,37.0,Escherichia coli
P0AFA2,46.556974031831366,37.0,Escherichia coli
P0AFB1,55.45764373176616,37.0,Escherichia coli
P0AFB5,59.86264818673562,37.0,Escherichia coli
P0AFB8,42.929442910227394,37.0,Escherichia coli
P0AFC0,48.4292725180562,37.0,Escherichia coli
P0AFC3,45.19127737430447,37.0,Escherichia coli
P0AFC7,45.20790277076365,37.0,Escherichia coli
P0AFD4,45.70960936270237,37.0,Escherichia coli
P0AFD6,43.83251989715341,37.0,Escherichia coli
P0AFE4,47.41793953360582,37.0,Escherichia coli
P0AFE8,42.92715886465192,37.0,Escherichia coli
P0AFF2,45.259028769061565,37.0,Escherichia coli
P0AFG0,53.084007486136336,37.0,Escherichia coli
P0AFG3,41.40382776735063,37.0,Escherichia coli
P0AFH2,43.58731969758886,37.0,Escherichia coli
P0AFH6,49.269674707299714,37.0,Escherichia coli
P0AFI2,43.77313384520452,37.0,Escherichia coli
P0AFI7,55.10513867168125,37.0,Escherichia coli
P0AFI9,50.44224253685331,37.0,Escherichia coli
P0AFJ5,48.91532695951306,37.0,Escherichia coli
P0AFJ7,45.134298097959324,37.0,Escherichia coli
P0AFK0,57.065977122597744,37.0,Escherichia coli
P0AFK2,43.709116655706055,37.0,Escherichia coli
P0AFK4,44.13993637482177,37.0,Escherichia coli
P0AFK6,42.95042055151294,37.0,Escherichia coli
P0AFL6,40.336238552621154,37.0,Escherichia coli
P0AFN2,62.32811830835728,37.0,Escherichia coli
P0AFP6,41.63954817842062,37.0,Escherichia coli
P0AFQ7,50.9740699018962,37.0,Escherichia coli
P0AFR0,51.21186909024715,37.0,Escherichia coli
P0AFR2,47.769539476414586,37.0,Escherichia coli
P0AFR4,49.10358460253808,37.0,Escherichia coli
P0AFS3,65.44581988363049,37.0,Escherichia coli
P0AFS7,63.31882618859737,37.0,Escherichia coli
P0AFT5,48.4902640972327,37.0,Escherichia coli
P0AFU0,48.687498219416646,37.0,Escherichia coli
P0AFU4,42.15696149823563,37.0,Escherichia coli
P0AFU8,49.46594804793054,37.0,Escherichia coli
P0AFX4,46.730807539903815,37.0,Escherichia coli
P0AFX9,45.77380264519059,37.0,Escherichia coli
P0AFY2,43.247779769984895,37.0,Escherichia coli
P0AFY8,59.22526021608354,37.0,Escherichia coli
P0AFZ3,57.189248129901785,37.0,Escherichia coli
P0AG00,45.20189710086877,37.0,Escherichia coli
P0AG03,55.65676883876774,37.0,Escherichia coli
P0AG07,58.230587291140175,37.0,Escherichia coli
P0AG14,49.446704392543786,37.0,Escherichia coli
P0AG16,48.169476504132966,37.0,Escherichia coli
P0AG20,42.70761424494222,37.0,Escherichia coli
P0AG30,41.69227906776101,37.0,Escherichia coli
P0AG40,47.05616224264566,37.0,Escherichia coli
P0AG44,47.49561567652142,37.0,Escherichia coli
P0AG51,43.772719084368994,37.0,Escherichia coli
P0AG55,42.06362521430634,37.0,Escherichia coli
P0AG63,45.313577771528024,37.0,Escherichia coli
P0AG71,47.59179941998791,37.0,Escherichia coli
P0AG80,52.73273093049361,37.0,Escherichia coli
P0AG84,57.765547000495935,37.0,Escherichia coli
P0AG86,52.557280366443464,37.0,Escherichia coli
P0AG90,45.84749176642001,37.0,Escherichia coli
P0AG93,44.46826470696048,37.0,Escherichia coli
P0AGA2,46.392018193032776,37.0,Escherichia coli
P0AGA6,47.90685819837338,37.0,Escherichia coli
P0AGB0,47.17037081605882,37.0,Escherichia coli
P0AGB6,58.811805997865854,37.0,Escherichia coli
P0AGC3,43.90816088171067,37.0,Escherichia coli
P0AGD7,41.97954578758194,37.0,Escherichia coli
P0AGE6,54.536222667958725,37.0,Escherichia coli
P0AGE9,52.58304547166603,37.0,Escherichia coli
P0AGF2,54.82403626603761,37.0,Escherichia coli
P0AGG2,55.82762481323158,37.0,Escherichia coli
P0AGG4,59.534995953907675,37.0,Escherichia coli
P0AGG8,60.58871750282867,37.0,Escherichia coli
P0AGI1,53.10531213861612,37.0,Escherichia coli
P0AGJ2,40.79156825418974,37.0,Escherichia coli
P0AGJ5,49.58713489279055,37.0,Escherichia coli
P0AGJ7,50.29433313005181,37.0,Escherichia coli
P0AGJ9,44.49031908857127,37.0,Escherichia coli
P0AGK8,54.492909278724206,37.0,Escherichia coli
P0AGL2,62.18267796345495,37.0,Escherichia coli
P0AGL5,48.14739953080839,37.0,Escherichia coli
P0AGL7,50.29643967899172,37.0,Escherichia coli
P0C018,49.529240490003325,37.0,Escherichia coli
P0C025,58.6854386528676,37.0,Homo sapiens
P0C077,54.2331463660046,37.0,Escherichia coli
P0C093,44.022660280132065,37.0,Escherichia coli
P0C0K3,49.80547811903523,37.0,Escherichia coli
P0C0L7,44.477262395304884,37.0,Escherichia coli
P0C0S1,61.22206136551338,37.0,Escherichia coli
P0C0S5,48.31923311699524,37.0,Homo sapiens
P0C0T5,50.87666688670051,37.0,Escherichia coli
P0C0U4,53.509179209525676,37.0,Escherichia coli
P0C0V8,50.421773902892006,32.0,Saccharomyces cerevisiae
P0C0W9,42.351323814520825,32.0,Saccharomyces cerevisiae
P0C0X0,47.63182981573318,32.0,Saccharomyces cerevisiae
P0C1Z6,48.659448148781685,37.0,Homo sapiens
P0C221,67.77991021819264,37.0,Homo sapiens
P0C263,51.992699895563135,37.0,Homo sapiens
P0C2H7,42.359251164104876,32.0,Saccharomyces cerevisiae
P0C2H8,43.4564146796215,32.0,Saccharomyces cerevisiae
P0C2H9,43.58134225456183,32.0,Saccharomyces cerevisiae
P0C2J5,40.67235959074249,32.0,Saccharomyces cerevisiae
P0C2W1,47.11479860827885,37.0,Homo sapiens
P0C646,51.44809461621716,37.0,Homo sapiens
P0C671,49.53343233840114,37.0,Homo sapiens
P0C6B7,55.12190612841183,37.0,Mus musculus
P0C7I6,56.59831794250726,37.0,Homo sapiens
P0C7M4,66.68749027675368,37.0,Homo sapiens
P0C7P0,48.932195400744774,37.0,Homo sapiens
P0C7P3,53.88414179644283,37.0,Homo sapiens
P0C7T5,50.57180036325553,37.0,Homo sapiens
P0C7T6,49.92743296379354,37.0,Mus musculus
P0C7X2,50.0736851948672,37.0,Homo sapiens
P0C869,53.81096188762115,37.0,Homo sapiens
P0C870,55.179727500159416,37.0,Homo sapiens
P0C895,47.56866771587796,22.0,Arabidopsis thaliana
P0C8J6,50.50081177139522,37.0,Escherichia coli
P0C8J8,43.91159021375264,37.0,Escherichia coli
P0CAP2,54.54111232483571,37.0,Homo sapiens
P0CB39,49.80641838894302,37.0,Escherichia coli
P0CB42,50.7234722602917,37.0,Mus musculus
P0CB47,53.9600835717103,37.0,Homo sapiens
P0CE47,49.17926266987439,37.0,Escherichia coli
P0CF20,53.64853131420939,32.0,Saccharomyces cerevisiae
P0CG14,52.895441479207165,37.0,Mus musculus
P0CG22,47.58745537821045,37.0,Homo sapiens
P0CG23,55.95460481900164,37.0,Homo sapiens
P0CG32,58.87244970624382,37.0,Homo sapiens
P0CG39,50.5358396098516,37.0,Homo sapiens
P0CH09,41.99121931169041,32.0,Saccharomyces cerevisiae
P0CI73,46.44395942715794,37.0,Bacillus subtilis
P0CI75,44.012616218638335,37.0,Bacillus subtilis
P0CI76,44.00083552876605,37.0,Bacillus subtilis
P0CI80,41.796718555201124,37.0,Bacillus subtilis
P0CJ78,53.937999270417016,37.0,Homo sapiens
P0CK95,57.363563852758105,37.0,Escherichia coli
P0CS90,49.44853551136013,32.0,Saccharomyces cerevisiae
P0CW22,50.51965672389204,37.0,Homo sapiens
P0CW27,49.121487639063,37.0,Homo sapiens
P0CX24,42.05490399155152,32.0,Saccharomyces cerevisiae
P0CX26,42.1996068305581,32.0,Saccharomyces cerevisiae
P0CX28,41.66850918169191,32.0,Saccharomyces cerevisiae
P0CX30,41.66741995105056,32.0,Saccharomyces cerevisiae
P0CX32,42.21304254803144,32.0,Saccharomyces cerevisiae
P0CX34,42.530775339722915,32.0,Saccharomyces cerevisiae
P0CX36,42.19163915252576,32.0,Saccharomyces cerevisiae
P0CX38,42.15045620550642,32.0,Saccharomyces cerevisiae
P0CX40,42.1526395679799,32.0,Saccharomyces cerevisiae
P0CX42,44.25376500458289,32.0,Saccharomyces cerevisiae
P0CX44,46.10856650871551,32.0,Saccharomyces cerevisiae
P0CX46,41.89697990089759,32.0,Saccharomyces cerevisiae
P0CX48,42.27148130924425,32.0,Saccharomyces cerevisiae
P0CX50,41.87787013943794,32.0,Saccharomyces cerevisiae
P0CX52,42.73136470574581,32.0,Saccharomyces cerevisiae
P0CX54,48.15922018825159,32.0,Saccharomyces cerevisiae
P0CX56,42.25351717640686,32.0,Saccharomyces cerevisiae
P0CX83,42.17229973016488,32.0,Saccharomyces cerevisiae
P0CX85,41.732087295931585,32.0,Saccharomyces cerevisiae
P0CZ23,47.51769152526901,22.0,Arabidopsis thaliana
P0DI07,47.85571343786263,22.0,Arabidopsis thaliana
P0DI79,49.37729965730858,22.0,Arabidopsis thaliana
P0DI81,49.64713001604365,37.0,Homo sapiens
P0DJE0,56.30708826088628,37.0,Mus musculus
P0DJF2,53.17657660511452,37.0,Mus musculus
P0DKL6,50.63497838424492,22.0,Arabidopsis thaliana
P0DKM0,43.916030186795496,25.0,Drosophila melanogaster
P0DM85,53.44908619086621,37.0,Escherichia coli
P0DMC5,47.96672685159767,37.0,Escherichia coli
P0DMC7,46.99065503863374,37.0,Escherichia coli
P0DN34,55.15336080224521,37.0,Mus musculus
P0DOV1,50.2379544635448,37.0,Mus musculus
P0DOV2,56.48811853425877,37.0,Mus musculus
P10040,47.0383555002769,25.0,Drosophila melanogaster
P10072,47.868804932450495,37.0,Homo sapiens
P10074,49.66959740870933,37.0,Homo sapiens
P10075,56.47624446811858,37.0,Homo sapiens
P10080,51.642720539727,32.0,Saccharomyces cerevisiae
P10081,50.09000596618125,32.0,Saccharomyces cerevisiae
P10100,67.22859753284683,37.0,Escherichia coli
P10107,50.09507423849173,37.0,Mus musculus
P10121,58.40408253948295,37.0,Escherichia coli
P10126,47.08718521548779,37.0,Mus musculus
P10127,52.651116853780756,32.0,Saccharomyces cerevisiae
P10176,52.438744813784666,37.0,Homo sapiens
P10180,46.16089870317962,25.0,Drosophila melanogaster
P10244,52.8434729808926,37.0,Homo sapiens
P10253,59.651939121239224,37.0,Homo sapiens
P10299,37.96019309589104,20.0,Caenorhabditis elegans
P10301,49.6030297371264,37.0,Homo sapiens
