Protein,species,asymptote,mid,m,Tm,r2,ogt,organism
P42345_MTOR,Homo sapiens K562 lysate,0.0738305185481354,44.13649171552722,514.3958926434111,44.75553741172516,0.9840163026942458,37,Homo sapiens
P42566_EPS15,Homo sapiens K562 lysate,0.4526329799443143,49.08580121528844,542.9147491559537,62.393829056915806,0.9789541150876969,37,Homo sapiens
P42575_CASP2,Homo sapiens K562 lysate,0.14643255923622783,49.62121790394771,1379.816230138508,50.262067936097765,0.9825424668845312,37,Homo sapiens
P42677_RPS27,Homo sapiens K562 lysate,0.29831096422816195,46.60706286401888,926.7393533648417,48.84976067351364,0.9693516735753189,37,Homo sapiens
P42694_HELZ,Homo sapiens K562 lysate,0.3185946383009841,49.00661526111664,969.6312167585174,51.67626526248545,0.9518824459396737,37,Homo sapiens
P42704_LRPPRC,Homo sapiens K562 lysate,0.11596677249060958,46.34938007067127,951.325476176691,46.9546061227313,0.9991893499639334,37,Homo sapiens
P42765_ACAA2,Homo sapiens K562 lysate,0.3671918313516441,45.25916877556595,1039.6278205022854,48.03624762491577,0.9223525692649304,37,Homo sapiens
P42785_PRCP,Homo sapiens K562 lysate,0.17058017092217959,54.067054561460424,969.8399843588926,55.36684649264582,0.9990276014481253,37,Homo sapiens
P42898_MTHFR,Homo sapiens K562 lysate,0.10495628281540442,46.129779578962754,830.7574667947947,46.748518147653115,0.9986258381436847,37,Homo sapiens
P43007_SLC1A4,Homo sapiens K562 lysate,0.13006158058335962,46.726764595111,654.2724282129018,47.76144333839218,0.9750942653814263,37,Homo sapiens
P43034_PAFAH1B1,Homo sapiens K562 lysate,0.008394869519521304,55.06343896548042,279.2734809111858,55.25139395431182,0.9582832303169599,37,Homo sapiens
P43155-3_CRAT,Homo sapiens K562 lysate,0.27733420922267515,45.876962123479494,1588.3864853710818,46.977416440484525,0.9643006907082656,37,Homo sapiens
P43246_MSH2,Homo sapiens K562 lysate,0.17052525049822068,45.97195432134542,1122.7660891553555,46.7816577200952,0.9986911983348707,37,Homo sapiens
P43304_GPD2,Homo sapiens K562 lysate,0.12424377020806887,53.452110642506725,604.955310072111,54.84035296343781,0.9933583812028262,37,Homo sapiens
P43490_NAMPT,Homo sapiens K562 lysate,0.19239262299796284,53.68749584871521,1328.2710691598415,54.77400049755841,0.985513469586723,37,Homo sapiens
P43686_PSMC4,Homo sapiens K562 lysate,0.2829865871086321,45.5626504601426,902.9704711205775,47.58988593138371,0.9896645241673938,37,Homo sapiens
P43897_TSFM,Homo sapiens K562 lysate,0.1176968466614055,43.829018937880015,748.0120087270246,44.54093929728534,0.9922956180519191,37,Homo sapiens
P45880-2_VDAC2,Homo sapiens K562 lysate,0.1540559774119448,49.644588467697055,1375.1189214091924,50.330403272468665,0.9949884807706728,37,Homo sapiens
P45973_CBX5,Homo sapiens K562 lysate,0.4391532513855266,48.24779037365338,703.6789737187031,56.416636135421406,0.9313479454388732,37,Homo sapiens
P45974-2_USP5,Homo sapiens K562 lysate,0.0968717604822008,53.03324696959107,1390.0857714695717,53.48392553378055,0.9936350393330288,37,Homo sapiens
P45983-3_MAPK8,Homo sapiens K562 lysate,0.13583517210200446,45.99816578577569,1090.8617712791415,46.63438562118238,0.9920019452505626,37,Homo sapiens
P45984-2_MAPK9,Homo sapiens K562 lysate,0.14253335230529096,49.894007590835685,967.1394710245082,50.78073974587866,0.9572664952225469,37,Homo sapiens
P45985_MAP2K4,Homo sapiens K562 lysate,0.21244848489170723,45.99726695586786,885.7641299167001,47.37561343319755,0.9961440596375541,37,Homo sapiens
P46019_PHKA2,Homo sapiens K562 lysate,0.26731557307327464,47.627742180125246,1019.8001253942027,49.41589627569607,0.9487448237847633,37,Homo sapiens
P46060_RANGAP1,Homo sapiens K562 lysate,0.1334105369296727,48.409734188565345,1777.8166352930205,48.82925945795196,0.9970792310127927,37,Homo sapiens
P46063_RECQL,Homo sapiens K562 lysate,0.13590119636602996,48.16924508825391,1596.6620495523362,48.64916129528291,0.9895335168376918,37,Homo sapiens
P46100-6_ATRX,Homo sapiens K562 lysate,0.22936182073104225,41.71546600574352,509.8624819312464,43.92539309182063,0.9020726389171706,37,Homo sapiens
P46108_CRK,Homo sapiens K562 lysate,0.18074814305896678,52.280088499228135,983.556849713381,53.57085444870062,0.9856961049539711,37,Homo sapiens
P46108-2_CRK,Homo sapiens K562 lysate,0.2519108338455642,51.074572551162426,1524.8684784446245,52.32809637959951,0.9107040781843256,37,Homo sapiens
P46109_CRKL,Homo sapiens K562 lysate,0.3975944691180059,49.76658483578359,633.4950032521429,56.85834249002678,0.9255803345476561,37,Homo sapiens
P46199_MTIF2,Homo sapiens K562 lysate,0.18247982211026986,46.49109269664812,849.8935004644435,47.6880781981164,0.9949056149122436,37,Homo sapiens
P46736_BRCC3,Homo sapiens K562 lysate,0.18876152615348044,52.858272524228965,501.74236908350673,55.645190216009,0.9787845960171716,37,Homo sapiens
P46777_RPL5,Homo sapiens K562 lysate,0.07344586867021644,48.31604282017201,1345.5144814551616,48.6023626444138,0.9971556382028732,37,Homo sapiens
P46778_RPL21,Homo sapiens K562 lysate,0.1738936107003848,48.70573954625027,425.0066141408323,51.22047665690338,0.947035492801978,37,Homo sapiens
P46934-4_NEDD4,Homo sapiens K562 lysate,0.25172289053429053,49.721321524647415,1244.3804000081059,51.16662467187032,0.9717034656461556,37,Homo sapiens
P46940_IQGAP1,Homo sapiens K562 lysate,0.09214797284069652,47.59096485380347,1213.9436205248458,47.97471971365982,0.9986139785993259,37,Homo sapiens
P46976-2_GYG1,Homo sapiens K562 lysate,0.2462692888215979,49.05749651958617,1072.87433331324,50.647457126663234,0.9875704723794771,37,Homo sapiens
P47755_CAPZA2,Homo sapiens K562 lysate,0.12573020394271442,51.69335025809053,744.7410766761178,52.76040425767519,0.9885191990445049,37,Homo sapiens
P47756_CAPZB,Homo sapiens K562 lysate,0.1400602167786819,52.624796443657836,897.5589993301284,53.66810928921836,0.9864882777900674,37,Homo sapiens
P47813_EIF1AX,Homo sapiens K562 lysate,9.205453154725005e-19,56.505610692161795,353.98390164302214,56.51002933645814,0.970324461847,37,Homo sapiens
P47897_QARS,Homo sapiens K562 lysate,0.19945005005258695,46.302281255676384,996.6313595270129,47.44286025399808,0.990378150771134,37,Homo sapiens
P48047_ATP5O,Homo sapiens K562 lysate,0.19725244905904252,47.792380361783806,1971.3009105244046,48.41290731261612,0.9570207985165399,37,Homo sapiens
P48147_PREP,Homo sapiens K562 lysate,0.06512081426485387,47.528393124319415,1592.8823578955726,47.732333166953644,0.9987889612489288,37,Homo sapiens
P48163_ME1,Homo sapiens K562 lysate,0.023464313029680505,56.43499792391951,729.7108624185411,56.64993583026231,0.9872272622531467,37,Homo sapiens
P48200_IREB2,Homo sapiens K562 lysate,0.2648789244707588,45.4796730729269,1650.9155815629697,46.48518866288026,0.9741907768961104,37,Homo sapiens
P48449_LSS,Homo sapiens K562 lysate,0.22644739336575256,47.81362778114787,1277.945396222859,48.92339076854385,0.9926437914089263,37,Homo sapiens
P48454_PPP3CC,Homo sapiens K562 lysate,0.24435537196244286,50.01818525068035,1098.6692454011309,51.61389496706961,0.9892109429385458,37,Homo sapiens
P48506_GCLC,Homo sapiens K562 lysate,0.10458982314670051,47.73021920203468,911.553391663054,48.33450024309162,0.9913475665086046,37,Homo sapiens
P48507_GCLM,Homo sapiens K562 lysate,0.1612898036990833,45.305291170052854,958.6009645827613,46.16482166532423,0.9471981081467595,37,Homo sapiens
P48637_GSS,Homo sapiens K562 lysate,0.148641366093909,56.90739762340599,783.3150741384646,58.413485704776896,0.957731904353344,37,Homo sapiens
P48723_HSPA13,Homo sapiens K562 lysate,0.1874078861152004,48.11271560859016,835.7422567803721,49.46482132292803,0.9933172681766244,37,Homo sapiens
P48729_CSNK1A1,Homo sapiens K562 lysate,0.07133721535158015,48.47195818165128,2252.708892253103,48.641428686501825,0.9666808988231455,37,Homo sapiens
P48739_PITPNB,Homo sapiens K562 lysate,0.09512642751599827,49.28102838930023,780.3089806632523,49.94818148941772,0.9759723485344564,37,Homo sapiens
P49005_POLD2,Homo sapiens K562 lysate,0.22968094402578929,46.829608877761586,996.9586034745352,48.23873300784479,0.9863444121399038,37,Homo sapiens
P49137_MAPKAPK2,Homo sapiens K562 lysate,0.15590199184404296,48.49220173414281,1618.829208387685,49.045734975666704,0.9993261276279033,37,Homo sapiens
P49189_ALDH9A1,Homo sapiens K562 lysate,0.08727744599894302,47.54936202996594,836.3817482036359,48.07686854938068,0.9964542993376648,37,Homo sapiens
P49257_LMAN1,Homo sapiens K562 lysate,0.1889816741604004,48.108629890772775,1071.5624396297176,49.16730888253162,0.9908638554885625,37,Homo sapiens
P49327_FASN,Homo sapiens K562 lysate,0.10715794586785032,46.81860189112167,1660.5243961137717,47.15095183583911,0.9924186822263159,37,Homo sapiens
P49336-2_CDK8,Homo sapiens K562 lysate,0.08671013140956302,47.61947780289776,716.0248613308213,48.2373879836843,0.9907396967790599,37,Homo sapiens
P49354_FNTA,Homo sapiens K562 lysate,0.16338119118574884,49.98327241487511,806.2540935075607,51.24986733113018,0.9931892363038407,37,Homo sapiens
P49366_DHPS,Homo sapiens K562 lysate,0.058324328378060133,56.93084012000303,522.0098346420093,57.715878060447814,0.9820913744312028,37,Homo sapiens
P49368_CCT3,Homo sapiens K562 lysate,0.15595289628549555,46.639515907677385,1169.1935709526977,47.36267315578514,0.9795534977606071,37,Homo sapiens
P49406_MRPL19,Homo sapiens K562 lysate,0.1819157964387774,44.86370647208969,813.2454270046744,46.012642484207,0.973438742739986,37,Homo sapiens
P49407-2_ARRB1,Homo sapiens K562 lysate,0.09744595855582802,52.89558966857531,1259.7250215062631,53.39239236711713,0.9772122958760153,37,Homo sapiens
P49411_TUFM,Homo sapiens K562 lysate,0.22857335888109495,43.736681148108275,1062.6453859563826,44.87448521121537,0.9866448270015422,37,Homo sapiens
P49427_CDC34,Homo sapiens K562 lysate,0.13806577036437473,46.69268994359353,770.0635713010748,47.63654533857543,0.995171000904301,37,Homo sapiens
P49448_GLUD2,Homo sapiens K562 lysate,0.31010593159830546,50.331332135493945,1102.8960941494345,52.68121910297381,0.9062833125275125,37,Homo sapiens
P49459_UBE2A,Homo sapiens K562 lysate,0.45319018897871544,51.02366950068566,953.2350304166496,58.46431536313819,0.9830148934119429,37,Homo sapiens
P49585_PCYT1A,Homo sapiens K562 lysate,0.2592464375102745,51.138911955895786,827.7028630623316,53.574065572331044,0.9813463595764869,37,Homo sapiens
P49588_AARS,Homo sapiens K562 lysate,0.08632307175925384,45.050642887826854,888.2383467465571,45.4984824011161,0.9976871861370047,37,Homo sapiens
P49589-3_CARS,Homo sapiens K562 lysate,0.13546167721537256,48.57691659125535,1515.0970901470891,49.08072118572493,0.9966700548533155,37,Homo sapiens
P49591_SARS,Homo sapiens K562 lysate,0.11068774936795983,49.61858814971706,1310.000460802265,50.09931960515253,0.9985836129115546,37,Homo sapiens
P49642_PRIM1,Homo sapiens K562 lysate,0.2640037950635735,45.454104423231236,1156.0998488756838,46.85029146782329,0.9920057725620923,37,Homo sapiens
P49643_PRIM2,Homo sapiens K562 lysate,0.17528321305653086,46.72236880975155,1422.3182710695653,47.416968632158024,0.9870904102950445,37,Homo sapiens
P49675_STAR,Homo sapiens K562 lysate,0.3362773572929497,49.05076614747801,1525.1389504268977,50.89330611813453,0.9320653919971319,37,Homo sapiens
P49736_MCM2,Homo sapiens K562 lysate,0.11857991716539562,46.66286353869248,1444.4695830696269,47.081032663298444,0.9984673309237074,37,Homo sapiens
P49748_ACADVL,Homo sapiens K562 lysate,0.3906734478468504,51.59133340105809,1318.4874608661582,54.872722825410996,0.9601737208270075,37,Homo sapiens
P49755_TMED10,Homo sapiens K562 lysate,0.09614941142009151,44.762798616355276,870.8049367021636,45.269586529180664,0.994788413263106,37,Homo sapiens
P49756_RBM25,Homo sapiens K562 lysate,0.1252320005600028,48.49261142323938,517.0789698117215,49.84451682991321,0.9860702967266681,37,Homo sapiens
P49757-4_NUMB,Homo sapiens K562 lysate,0.43874996341596534,46.58833396350308,785.2469272861351,53.23995036719045,0.9415984663265293,37,Homo sapiens
P49770_EIF2B2,Homo sapiens K562 lysate,0.08354276171806317,48.84182316308668,1754.316243744467,49.09906115028157,0.9990362744785254,37,Homo sapiens
P49792_RANBP2,Homo sapiens K562 lysate,0.40713281805493634,48.11526100066506,1634.5794073570416,50.67743606547784,0.9591310879866125,37,Homo sapiens
P49840_GSK3A,Homo sapiens K562 lysate,0.08680081788302443,48.53102858109016,1352.8754536219913,48.868476341014635,0.9978881398516122,37,Homo sapiens
P49841_GSK3B,Homo sapiens K562 lysate,0.0940417900128347,48.57988347257862,1439.2398206546784,48.92576469333736,0.9974443148517024,37,Homo sapiens
P49914_MTHFS,Homo sapiens K562 lysate,0.12575005502887573,47.35307609513532,1056.758609463353,47.97670356271546,0.981765846927705,37,Homo sapiens
P49915_GMPS,Homo sapiens K562 lysate,0.0736034125850067,49.01546880456414,1709.4576686661005,49.25285931733179,0.9985710379206484,37,Homo sapiens
P49959_MRE11A,Homo sapiens K562 lysate,1.2262337158722896e-16,58.34655049305857,528.3380178376391,58.350566842375265,0.983448226403875,37,Homo sapiens
P50135_HNMT,Homo sapiens K562 lysate,0.041665016932038286,47.138115624698436,486.27184710292187,47.54537923783489,0.9813735818549781,37,Homo sapiens
P50148_GNAQ,Homo sapiens K562 lysate,0.12194941136618925,45.89057996176852,733.8357227061749,46.71561958199823,0.9989927353262136,37,Homo sapiens
P50336_PPOX,Homo sapiens K562 lysate,0.1311961972914161,48.68049675152891,1583.7680360767533,49.15159722183996,0.9969403219007293,37,Homo sapiens
P50443_SLC26A2,Homo sapiens K562 lysate,0.02500924230510542,44.6866065177549,380.8688082364157,44.958164035931304,0.9463943052908989,37,Homo sapiens
P50453_SERPINB9,Homo sapiens K562 lysate,0.08984181736928333,48.90477064339186,876.577195363682,49.4608227882064,0.9959145084728993,37,Homo sapiens
P50454_SERPINH1,Homo sapiens K562 lysate,0.1867337865901604,47.296931269355355,1585.3217453324157,47.96806938475625,0.9886809117775998,37,Homo sapiens
P50502_ST13,Homo sapiens K562 lysate,0.4502246219816531,51.64466955660783,1866.2685786045672,55.20676316856538,0.9192682923956544,37,Homo sapiens
P50552_VASP,Homo sapiens K562 lysate,0.21749370863321632,49.330948731786,1200.5045284463765,50.537041090196475,0.9811838459678617,37,Homo sapiens
P50570-4_DNM2,Homo sapiens K562 lysate,0.18626410245369746,46.72792305050638,898.9355925865997,47.89359554480937,0.9968704747430914,37,Homo sapiens
P50747_HLCS,Homo sapiens K562 lysate,0.31933843678550294,48.75716746418638,1490.9732621104545,50.47544206303391,0.9884126067436829,37,Homo sapiens
P50750_CDK9,Homo sapiens K562 lysate,0.08333031057599687,46.35774539996224,980.8667740644144,46.76662950062156,0.9981156999103975,37,Homo sapiens
P50897_PPT1,Homo sapiens K562 lysate,0.09744300451509282,45.464709466147866,927.2393652982544,45.9545040971111,0.9986197270228587,37,Homo sapiens
P50990_CCT8,Homo sapiens K562 lysate,0.09887045413172088,45.488968794577545,871.4084228882518,46.019267270173444,0.9965940293300799,37,Homo sapiens
P50991_CCT4,Homo sapiens K562 lysate,0.25754792620684147,46.37690536334203,1316.3751613762993,47.61847022008701,0.9703129394972472,37,Homo sapiens
P51003_PAPOLA,Homo sapiens K562 lysate,0.14153355921647084,48.42320102199783,1139.56250764641,49.12533999003473,0.9810670035068251,37,Homo sapiens
P51148_RAB5C,Homo sapiens K562 lysate,0.16028522702700218,52.185856411250306,1735.9494109924044,52.80871095498149,0.9627237797421876,37,Homo sapiens
P51149_RAB7A,Homo sapiens K562 lysate,0.18426942611724118,50.3329914409267,1418.6313899922186,51.181017559065396,0.9968140708931472,37,Homo sapiens
P51151_RAB9A,Homo sapiens K562 lysate,0.14632243264725597,44.30674656721092,829.6011492091125,45.14953933373373,0.9490588543256068,37,Homo sapiens
P51153_RAB13,Homo sapiens K562 lysate,0.2668041535423253,49.2447210875665,1363.4472830391126,50.664912958626594,0.957803151568498,37,Homo sapiens
P51159_RAB27A,Homo sapiens K562 lysate,0.14324922811888954,49.84094368471894,723.924331101543,51.02814336244693,0.9994362007790925,37,Homo sapiens
P51178_PLCD1,Homo sapiens K562 lysate,0.11498001259483569,48.17748244074719,2061.891587199388,48.493249101512895,0.9988478707199248,37,Homo sapiens
P51398-2_DAP3,Homo sapiens K562 lysate,0.1032369511099199,46.32063631685914,835.428952036605,46.924661499195956,0.9984942518053839,37,Homo sapiens
P51452_DUSP3,Homo sapiens K562 lysate,0.14774432292230694,52.563696508092534,1343.4642880388317,53.30793955355165,0.9968991399830917,37,Homo sapiens
P51570_GALK1,Homo sapiens K562 lysate,0.1309195710797645,46.823394006527536,779.1706859620664,47.70262200292384,0.9957272634292436,37,Homo sapiens
P51571_SSR4,Homo sapiens K562 lysate,0.21718786578323557,49.52730183029319,1327.6717680182858,50.62366018675859,0.9823017874117975,37,Homo sapiens
P51580_TPMT,Homo sapiens K562 lysate,0.12492910993160743,50.26902148886227,1616.0125736096597,50.732531817757234,0.9953683096977617,37,Homo sapiens
P51610-2_HCFC1,Homo sapiens K562 lysate,0.07951176711180043,53.55003768355058,1937.0685610902735,53.811410441852395,0.9146216298344398,37,Homo sapiens
P51659_HSD17B4,Homo sapiens K562 lysate,0.13281118887839072,50.21870619833434,996.7944723472892,51.012875181300366,0.9990829241873918,37,Homo sapiens
P51665_PSMD7,Homo sapiens K562 lysate,0.17871341504219856,48.04551836221268,1304.2044787619432,48.84963129814797,0.99696723948261,37,Homo sapiens
P51687_SUOX,Homo sapiens K562 lysate,0.16189572782202064,48.74633764810747,970.2945608827729,49.73411698410782,0.9933176902090254,37,Homo sapiens
P51692_STAT5B,Homo sapiens K562 lysate,0.1090384596140772,45.670037628831054,1042.4096512935141,46.17660055546176,0.9955558562704475,37,Homo sapiens
P51809_VAMP7,Homo sapiens K562 lysate,0.23305811723183398,50.52654347575042,1145.655464079491,51.967178142624036,0.9758131238749399,37,Homo sapiens
P51812_RPS6KA3,Homo sapiens K562 lysate,0.13206565329196934,46.290955627028964,1206.5692977081283,46.84819526270732,0.9980138425534837,37,Homo sapiens
P51946_CCNH,Homo sapiens K562 lysate,0.23740565501089853,50.63618206966404,743.3832993971635,52.96145215376432,0.9714451427863237,37,Homo sapiens
P51970_NDUFA8,Homo sapiens K562 lysate,0.3770033047744672,46.88963293753976,1388.2157133387304,49.25704746200446,0.9360903711702249,37,Homo sapiens
P51991_HNRNPA3,Homo sapiens K562 lysate,0.35209921362633567,49.5267057417689,1627.2711943768188,51.479917524607735,0.9661299585773211,37,Homo sapiens
P52272-2_HNRNPM,Homo sapiens K562 lysate,0.3842539492727551,47.61674577205407,1426.3835563010118,50.07491237934406,0.9457514502445393,37,Homo sapiens
P52292_KPNA2,Homo sapiens K562 lysate,0.14924253977909233,46.93681082591919,1182.2889536374707,47.62149950680209,0.9963172529410113,37,Homo sapiens
P52294_KPNA1,Homo sapiens K562 lysate,0.22087317940353515,47.02882640411746,1265.3460900750888,48.078114365146966,0.9917954455937653,37,Homo sapiens
P52298_NCBP2,Homo sapiens K562 lysate,0.09554989324857094,44.52824087481022,745.3561188155829,45.10415383581583,0.9923861009670987,37,Homo sapiens
P52306_RAP1GDS1,Homo sapiens K562 lysate,0.17328249266861465,48.22267911369351,1056.3952464074357,49.18901942837493,0.9974549554494686,37,Homo sapiens
P52565_ARHGDIA,Homo sapiens K562 lysate,0.035075871011690324,49.76505235563433,824.6368126139212,49.984711648169025,0.9773737981187754,37,Homo sapiens
P52597_HNRNPF,Homo sapiens K562 lysate,0.2004991279760921,51.43874470993463,2078.6126742333704,52.113177839698785,0.9676036911585278,37,Homo sapiens
P52630-4_STAT2,Homo sapiens K562 lysate,0.17323332709113975,45.67327462986939,1377.1975344493344,46.34871698467187,0.9817765561211076,37,Homo sapiens
P52732_KIF11,Homo sapiens K562 lysate,0.17697955754658887,45.33769129715833,812.757429474918,46.485770870219426,0.9968483720950614,37,Homo sapiens
P52739-2_ZNF131,Homo sapiens K562 lysate,0.32567867528882194,48.810138543877216,524.3752446086085,54.12477514433974,0.9714872475858916,37,Homo sapiens
P52788_SMS,Homo sapiens K562 lysate,0.11890388884212101,56.13269096696654,1312.347723925997,56.79840134338456,0.9740285314087958,37,Homo sapiens
P52815_MRPL12,Homo sapiens K562 lysate,0.4721663121982384,42.93842020245903,7669.775489298931,43.90671729590576,0.9170409837994944,37,Homo sapiens
P52888_THOP1,Homo sapiens K562 lysate,0.0415015665590132,55.38807018327861,587.6356040390467,55.84678993387138,0.9639605345226485,37,Homo sapiens
P52907_CAPZA1,Homo sapiens K562 lysate,0.03957811039033885,54.39337747921947,605.8159115483438,54.80238169325945,0.9933384337272781,37,Homo sapiens
P53004_BLVRA,Homo sapiens K562 lysate,0.1153954075606574,48.68466064336213,2113.3435060510415,48.98102094895474,0.9961464104745107,37,Homo sapiens
P53350_PLK1,Homo sapiens K562 lysate,0.1918235314091726,49.008942684764435,1324.6790469608204,49.908017007527825,0.990267644358184,37,Homo sapiens
P53365_ARFIP2,Homo sapiens K562 lysate,0.1932732192906896,49.99314886646511,873.3948184373921,51.44644723399411,0.9873384126678579,37,Homo sapiens
P53367_ARFIP1,Homo sapiens K562 lysate,0.3522723029151702,44.58550905753377,743.4114081090294,48.11352615992958,0.9293246449053151,37,Homo sapiens
P53367-2_ARFIP1,Homo sapiens K562 lysate,0.0743391244262974,50.13296703993405,601.5877686298659,50.818536139188865,0.9871138427922937,37,Homo sapiens
P53384-2_NUBP1,Homo sapiens K562 lysate,0.07512086716322468,47.04603416749793,653.710068414425,47.61124976124405,0.996393326460985,37,Homo sapiens
P53396_ACLY,Homo sapiens K562 lysate,0.10216863642282849,48.20576917391576,1555.6768824476478,48.56298443442662,0.9861139067896095,37,Homo sapiens
P53597_SUCLG1,Homo sapiens K562 lysate,0.3982735433851563,46.62249036026691,1481.816699145934,49.100071809649776,0.9193506394633184,37,Homo sapiens
P53602_MVD,Homo sapiens K562 lysate,0.17389133272714744,49.77646303812061,1586.4690752670153,50.47470184996078,0.9913158897642059,37,Homo sapiens
P53609_PGGT1B,Homo sapiens K562 lysate,0.24637702114581986,50.912671098062525,1403.0424465420183,52.21677962134131,0.980216964633964,37,Homo sapiens
P53611_RABGGTB,Homo sapiens K562 lysate,0.15557967312780782,49.1553897348049,1815.1707971604621,49.67304941531055,0.9927439893289929,37,Homo sapiens
P53618_COPB1,Homo sapiens K562 lysate,0.14819214974377454,45.27890826614775,689.4977337832713,46.360634707082724,0.9915313006786716,37,Homo sapiens
P53621_COPA,Homo sapiens K562 lysate,0.1582915002994719,47.356348251923734,1268.3459514522071,48.04266856919923,0.9967205100849094,37,Homo sapiens
P53634_CTSC,Homo sapiens K562 lysate,0.3116988935869458,51.29180920584001,1683.708026684438,52.88003709948155,0.9847827926717558,37,Homo sapiens
P53675-2_CLTCL1,Homo sapiens K562 lysate,0.21673087080320927,46.05300535448086,1441.1970309690182,46.91175659709731,0.9506765915032396,37,Homo sapiens
P53701_HCCS,Homo sapiens K562 lysate,0.08158614299215115,47.253876051400475,599.8108921833145,47.92834423218682,0.9514156979918468,37,Homo sapiens
P53985_SLC16A1,Homo sapiens K562 lysate,0.151633116162709,45.032798314318235,728.7210163929682,46.06487351712793,0.9961906570273754,37,Homo sapiens
P53990-2_IST1,Homo sapiens K562 lysate,0.1306447814208386,48.16152550914249,1613.7621776437688,48.615972933989745,0.9952142686923854,37,Homo sapiens
P53992_SEC24C,Homo sapiens K562 lysate,0.09062132715343459,46.957562806276215,1181.8663439313543,47.34578436450523,0.9961388246422904,37,Homo sapiens
P54136_RARS,Homo sapiens K562 lysate,0.30891745205201304,45.3008627165946,932.8960654113425,47.54855012117613,0.9410197619749564,37,Homo sapiens
P54278_PMS2,Homo sapiens K562 lysate,0.30133378125967153,48.19839670421123,1412.1489316630484,49.789053346158916,0.9618940128999707,37,Homo sapiens
P54577_YARS,Homo sapiens K562 lysate,0.09586369506120819,45.24107743790415,787.164296820863,45.80687737278758,0.9986808641151271,37,Homo sapiens
P54578_USP14,Homo sapiens K562 lysate,0.13673521276693978,48.76160445708837,1781.8516993608614,49.20796109003444,0.9903473783837842,37,Homo sapiens
P54619-2_PRKAG1,Homo sapiens K562 lysate,0.1302888685647026,50.635764865198055,1096.9981919871648,51.36377966676663,0.9976661603396713,37,Homo sapiens
P54652_HSPA2,Homo sapiens K562 lysate,0.1650557012926707,49.01731812159274,745.7382638389868,50.354579422176116,0.9871886669383511,37,Homo sapiens
P54687_BCAT1,Homo sapiens K562 lysate,2.4482995167921082e-21,56.45196048872728,410.97040102813924,56.456378057951056,0.9791292278066839,37,Homo sapiens
P54709_ATP1B3,Homo sapiens K562 lysate,0.22392330117797854,47.09465613566516,749.3530464618514,48.92498291549676,0.9961609668919196,37,Homo sapiens
P54802_NAGLU,Homo sapiens K562 lysate,0.09215171352500913,53.433433308160424,1251.4600933613733,53.9047172938134,0.9784836947470269,37,Homo sapiens
P54886-2_ALDH18A1,Homo sapiens K562 lysate,0.15015452038488644,46.348370339332746,1147.6669254554824,47.02886522095992,0.984097230815818,37,Homo sapiens
P54920_NAPA,Homo sapiens K562 lysate,0.17976380194814684,50.86096666912399,1571.2866393776924,51.623673456828996,0.9905441855906734,37,Homo sapiens
P55010_EIF5,Homo sapiens K562 lysate,0.15568359849672184,49.543273214687076,1845.2420882158654,50.04995573048215,0.9903240096022411,37,Homo sapiens
P55060-3_CSE1L,Homo sapiens K562 lysate,0.11448064568269518,46.529428771730096,762.6614459930262,47.28896866570939,0.9970001943923053,37,Homo sapiens
P55199_ELL,Homo sapiens K562 lysate,0.3347449158211575,48.76391687836475,1594.8967364796824,50.51665764240544,0.9629177987667098,37,Homo sapiens
P55263_ADK,Homo sapiens K562 lysate,0.07142447820632841,50.80987131150657,1312.810873649431,51.12036297501116,0.994313582796996,37,Homo sapiens
P55735-2_SEC13,Homo sapiens K562 lysate,0.08331875650894624,49.399130306159755,970.5657839740813,49.86512753813071,0.9895841529746857,37,Homo sapiens
P55795_HNRNPH2,Homo sapiens K562 lysate,0.1370360103873153,44.78002278432244,1287.4546878574047,45.30187003938577,0.9968553321872764,37,Homo sapiens
P55809_OXCT1,Homo sapiens K562 lysate,0.1418682614503986,51.443959570821924,1392.9777821165349,52.09209864564538,0.988280664919384,37,Homo sapiens
P55884_EIF3B,Homo sapiens K562 lysate,0.12708205422171412,48.02425630676525,1309.0852316751466,48.56092719084256,0.9989177706997546,37,Homo sapiens
P56182_RRP1,Homo sapiens K562 lysate,0.2291551886476626,48.04667232124648,1068.174718103401,49.43037341254364,0.9836420665197367,37,Homo sapiens
P56192_MARS,Homo sapiens K562 lysate,0.17432589997585018,45.32892091836447,1044.8201300698179,46.20101063453145,0.9856967370500723,37,Homo sapiens
P56282-2_POLE2,Homo sapiens K562 lysate,0.16232913125342346,47.71974781887875,867.2553433850568,48.78188825664129,0.9943230113049457,37,Homo sapiens
P56385_ATP5I,Homo sapiens K562 lysate,0.3517616741489126,44.78145073406227,793.4782402774985,48.08953022402599,0.9723931410337698,37,Homo sapiens
P56537_EIF6,Homo sapiens K562 lysate,0.023696738291779495,54.66349258272435,768.1689367248488,54.85519930430891,0.9952076336048118,37,Homo sapiens
P57060_RWDD2B,Homo sapiens K562 lysate,0.1880701042360221,48.01532683485651,685.2227712010899,49.66841369867349,0.985118798984811,37,Homo sapiens
P57076_C21orf59,Homo sapiens K562 lysate,0.05831822570473428,45.4971251967056,790.2449238878595,45.828031874405006,0.9950328313430932,37,Homo sapiens
P57081_WDR4,Homo sapiens K562 lysate,0.11921916318816084,50.92748982676702,1164.4338271092452,51.55328731453558,0.9951186421398046,37,Homo sapiens
